PhraseId,Sentiment
156362,0
156363,2
156364,0
156365,0
156366,2
156367,0
156368,0
156369,0
156370,0
156371,1
156372,0
156373,0
156374,3
156375,3
156376,3
156377,1
156378,3
156379,2
156380,1
156381,1
156382,2
156383,3
156384,3
156385,3
156386,3
156387,2
156388,2
156389,2
156390,2
156391,2
156392,2
156393,2
156394,2
156395,2
156396,3
156397,3
156398,2
156399,2
156400,1
156401,1
156402,2
156403,1
156404,1
156405,3
156406,3
156407,3
156408,3
156409,3
156410,2
156411,3
156412,3
156413,1
156414,1
156415,2
156416,0
156417,3
156418,2
156419,3
156420,2
156421,2
156422,2
156423,2
156424,2
156425,2
156426,2
156427,2
156428,2
156429,2
156430,3
156431,1
156432,0
156433,0
156434,2
156435,2
156436,2
156437,2
156438,2
156439,2
156440,3
156441,2
156442,1
156443,0
156444,2
156445,0
156446,1
156447,2
156448,1
156449,2
156450,3
156451,1
156452,1
156453,2
156454,0
156455,1
156456,0
156457,1
156458,2
156459,2
156460,1
156461,1
156462,2
156463,1
156464,2
156465,2
156466,0
156467,1
156468,0
156469,0
156470,1
156471,3
156472,4
156473,0
156474,2
156475,0
156476,0
156477,2
156478,3
156479,2
156480,2
156481,2
156482,2
156483,2
156484,2
156485,2
156486,2
156487,2
156488,2
156489,2
156490,2
156491,2
156492,2
156493,2
156494,2
156495,2
156496,1
156497,2
156498,2
156499,2
156500,2
156501,2
156502,2
156503,2
156504,2
156505,1
156506,2
156507,1
156508,1
156509,3
156510,2
156511,2
156512,2
156513,2
156514,2
156515,1
156516,2
156517,2
156518,2
156519,1
156520,2
156521,2
156522,2
156523,2
156524,2
156525,2
156526,2
156527,2
156528,2
156529,3
156530,2
156531,3
156532,3
156533,3
156534,3
156535,1
156536,2
156537,3
156538,1
156539,1
156540,1
156541,0
156542,0
156543,2
156544,3
156545,3
156546,2
156547,2
156548,4
156549,2
156550,2
156551,2
156552,2
156553,2
156554,2
156555,3
156556,2
156557,4
156558,3
156559,4
156560,1
156561,1
156562,2
156563,2
156564,2
156565,1
156566,1
156567,1
156568,1
156569,1
156570,2
156571,1
156572,2
156573,1
156574,1
156575,1
156576,1
156577,2
156578,1
156579,1
156580,2
156581,2
156582,2
156583,1
156584,1
156585,2
156586,1
156587,2
156588,1
156589,0
156590,3
156591,3
156592,2
156593,3
156594,1
156595,1
156596,3
156597,3
156598,2
156599,1
156600,1
156601,2
156602,2
156603,4
156604,3
156605,2
156606,3
156607,0
156608,1
156609,1
156610,1
156611,2
156612,0
156613,1
156614,2
156615,1
156616,0
156617,2
156618,2
156619,0
156620,0
156621,0
156622,0
156623,2
156624,2
156625,0
156626,2
156627,3
156628,1
156629,1
156630,2
156631,2
156632,2
156633,2
156634,1
156635,1
156636,1
156637,1
156638,2
156639,2
156640,0
156641,2
156642,2
156643,2
156644,2
156645,2
156646,2
156647,3
156648,2
156649,2
156650,1
156651,1
156652,1
156653,1
156654,0
156655,0
156656,1
156657,2
156658,2
156659,2
156660,2
156661,2
156662,2
156663,2
156664,2
156665,2
156666,1
156667,0
156668,1
156669,2
156670,2
156671,2
156672,2
156673,0
156674,0
156675,1
156676,0
156677,2
156678,2
156679,2
156680,2
156681,2
156682,3
156683,1
156684,0
156685,0
156686,0
156687,0
156688,0
156689,0
156690,0
156691,0
156692,2
156693,2
156694,2
156695,2
156696,2
156697,2
156698,2
156699,2
156700,2
156701,2
156702,2
156703,2
156704,0
156705,2
156706,1
156707,2
156708,2
156709,2
156710,1
156711,2
156712,2
156713,2
156714,2
156715,2
156716,2
156717,2
156718,2
156719,2
156720,1
156721,2
156722,2
156723,0
156724,2
156725,2
156726,2
156727,2
156728,2
156729,0
156730,0
156731,0
156732,0
156733,1
156734,0
156735,0
156736,0
156737,0
156738,1
156739,1
156740,2
156741,1
156742,2
156743,0
156744,2
156745,0
156746,0
156747,1
156748,1
156749,0
156750,1
156751,2
156752,2
156753,2
156754,3
156755,3
156756,4
156757,3
156758,2
156759,2
156760,2
156761,2
156762,2
156763,2
156764,3
156765,3
156766,3
156767,4
156768,3
156769,2
156770,3
156771,3
156772,2
156773,2
156774,2
156775,2
156776,2
156777,2
156778,1
156779,1
156780,1
156781,1
156782,1
156783,1
156784,1
156785,4
156786,3
156787,4
156788,3
156789,4
156790,4
156791,4
156792,1
156793,2
156794,3
156795,2
156796,2
156797,2
156798,2
156799,2
156800,2
156801,2
156802,2
156803,1
156804,2
156805,2
156806,2
156807,2
156808,2
156809,2
156810,3
156811,2
156812,3
156813,1
156814,2
156815,1
156816,2
156817,1
156818,1
156819,1
156820,2
156821,2
156822,2
156823,2
156824,2
156825,2
156826,2
156827,2
156828,2
156829,2
156830,3
156831,3
156832,3
156833,3
156834,3
156835,3
156836,3
156837,3
156838,2
156839,3
156840,2
156841,3
156842,3
156843,2
156844,1
156845,1
156846,1
156847,1
156848,3
156849,3
156850,1
156851,1
156852,1
156853,1
156854,1
156855,1
156856,2
156857,2
156858,0
156859,0
156860,0
156861,0
156862,0
156863,2
156864,3
156865,1
156866,1
156867,1
156868,3
156869,0
156870,1
156871,1
156872,0
156873,0
156874,0
156875,0
156876,1
156877,1
156878,1
156879,1
156880,1
156881,1
156882,2
156883,2
156884,1
156885,2
156886,1
156887,1
156888,2
156889,1
156890,1
156891,1
156892,2
156893,1
156894,2
156895,1
156896,2
156897,1
156898,2
156899,1
156900,3
156901,3
156902,3
156903,1
156904,3
156905,3
156906,3
156907,3
156908,2
156909,3
156910,2
156911,2
156912,2
156913,1
156914,2
156915,3
156916,3
156917,2
156918,3
156919,2
156920,3
156921,2
156922,2
156923,2
156924,2
156925,2
156926,2
156927,2
156928,2
156929,2
156930,1
156931,2
156932,2
156933,2
156934,2
156935,1
156936,2
156937,2
156938,2
156939,2
156940,0
156941,1
156942,1
156943,2
156944,2
156945,2
156946,3
156947,1
156948,2
156949,2
156950,3
156951,1
156952,2
156953,3
156954,4
156955,2
156956,2
156957,2
156958,3
156959,2
156960,2
156961,2
156962,2
156963,2
156964,0
156965,0
156966,3
156967,0
156968,0
156969,2
156970,0
156971,2
156972,2
156973,2
156974,2
156975,2
156976,2
156977,2
156978,2
156979,2
156980,2
156981,2
156982,2
156983,2
156984,1
156985,1
156986,1
156987,2
156988,1
156989,2
156990,2
156991,2
156992,2
156993,2
156994,2
156995,2
156996,2
156997,2
156998,2
156999,2
157000,1
157001,2
157002,2
157003,2
157004,1
157005,1
157006,1
157007,2
157008,1
157009,2
157010,2
157011,0
157012,2
157013,3
157014,2
157015,2
157016,1
157017,1
157018,2
157019,2
157020,2
157021,4
157022,1
157023,1
157024,2
157025,2
157026,1
157027,2
157028,2
157029,0
157030,2
157031,1
157032,0
157033,1
157034,0
157035,0
157036,2
157037,2
157038,3
157039,3
157040,3
157041,2
157042,3
157043,1
157044,2
157045,3
157046,2
157047,3
157048,2
157049,2
157050,2
157051,2
157052,2
157053,2
157054,1
157055,2
157056,2
157057,1
157058,2
157059,2
157060,2
157061,2
157062,2
157063,2
157064,3
157065,3
157066,2
157067,3
157068,3
157069,3
157070,1
157071,2
157072,3
157073,1
157074,0
157075,0
157076,0
157077,2
157078,0
157079,0
157080,0
157081,0
157082,0
157083,2
157084,2
157085,2
157086,2
157087,2
157088,2
157089,2
157090,2
157091,2
157092,1
157093,2
157094,2
157095,2
157096,3
157097,4
157098,2
157099,1
157100,2
157101,2
157102,2
157103,1
157104,4
157105,3
157106,3
157107,4
157108,3
157109,3
157110,4
157111,4
157112,3
157113,1
157114,4
157115,3
157116,2
157117,3
157118,3
157119,3
157120,3
157121,3
157122,3
157123,4
157124,2
157125,3
157126,2
157127,3
157128,2
157129,3
157130,0
157131,0
157132,0
157133,0
157134,1
157135,1
157136,0
157137,0
157138,1
157139,1
157140,2
157141,2
157142,2
157143,2
157144,2
157145,2
157146,3
157147,2
157148,2
157149,1
157150,1
157151,2
157152,2
157153,2
157154,2
157155,2
157156,2
157157,2
157158,2
157159,2
157160,2
157161,2
157162,2
157163,2
157164,2
157165,3
157166,2
157167,3
157168,3
157169,2
157170,1
157171,2
157172,1
157173,3
157174,3
157175,3
157176,1
157177,1
157178,1
157179,0
157180,0
157181,2
157182,2
157183,1
157184,2
157185,0
157186,2
157187,2
157188,2
157189,3
157190,3
157191,3
157192,4
157193,2
157194,4
157195,2
157196,3
157197,4
157198,3
157199,3
157200,2
157201,3
157202,2
157203,1
157204,3
157205,3
157206,1
157207,3
157208,3
157209,1
157210,1
157211,0
157212,0
157213,2
157214,0
157215,2
157216,2
157217,0
157218,0
157219,1
157220,2
157221,0
157222,0
157223,0
157224,0
157225,2
157226,2
157227,2
157228,2
157229,2
157230,2
157231,2
157232,2
157233,2
157234,2
157235,2
157236,0
157237,0
157238,2
157239,1
157240,1
157241,0
157242,2
157243,2
157244,1
157245,1
157246,1
157247,1
157248,1
157249,2
157250,2
157251,2
157252,2
157253,2
157254,2
157255,2
157256,2
157257,0
157258,0
157259,0
157260,0
157261,2
157262,1
157263,2
157264,0
157265,0
157266,2
157267,0
157268,0
157269,2
157270,2
157271,2
157272,2
157273,2
157274,2
157275,2
157276,3
157277,0
157278,1
157279,0
157280,0
157281,2
157282,1
157283,0
157284,0
157285,0
157286,2
157287,4
157288,2
157289,2
157290,4
157291,2
157292,3
157293,2
157294,2
157295,2
157296,2
157297,4
157298,4
157299,4
157300,4
157301,2
157302,2
157303,2
157304,2
157305,1
157306,2
157307,2
157308,2
157309,2
157310,2
157311,2
157312,2
157313,3
157314,2
157315,2
157316,2
157317,2
157318,2
157319,2
157320,2
157321,2
157322,2
157323,2
157324,1
157325,2
157326,2
157327,0
157328,0
157329,2
157330,2
157331,2
157332,2
157333,2
157334,0
157335,2
157336,1
157337,0
157338,2
157339,0
157340,2
157341,0
157342,1
157343,2
157344,2
157345,1
157346,1
157347,2
157348,2
157349,2
157350,3
157351,3
157352,3
157353,2
157354,2
157355,2
157356,0
157357,1
157358,0
157359,1
157360,0
157361,2
157362,2
157363,2
157364,2
157365,2
157366,2
157367,2
157368,2
157369,2
157370,2
157371,2
157372,2
157373,1
157374,2
157375,2
157376,0
157377,1
157378,2
157379,0
157380,1
157381,0
157382,3
157383,2
157384,3
157385,2
157386,3
157387,3
157388,2
157389,2
157390,2
157391,2
157392,2
157393,2
157394,2
157395,2
157396,2
157397,2
157398,2
157399,2
157400,2
157401,2
157402,2
157403,2
157404,2
157405,2
157406,2
157407,2
157408,2
157409,2
157410,2
157411,2
157412,2
157413,2
157414,1
157415,3
157416,3
157417,2
157418,2
157419,2
157420,2
157421,2
157422,2
157423,2
157424,2
157425,4
157426,4
157427,2
157428,3
157429,3
157430,2
157431,2
157432,3
157433,2
157434,2
157435,1
157436,1
157437,1
157438,2
157439,2
157440,3
157441,3
157442,4
157443,3
157444,3
157445,2
157446,2
157447,2
157448,2
157449,2
157450,2
157451,2
157452,2
157453,2
157454,2
157455,2
157456,2
157457,2
157458,2
157459,2
157460,2
157461,2
157462,2
157463,1
157464,0
157465,0
157466,1
157467,1
157468,1
157469,1
157470,1
157471,2
157472,1
157473,1
157474,1
157475,0
157476,0
157477,0
157478,2
157479,2
157480,4
157481,2
157482,2
157483,3
157484,2
157485,1
157486,1
157487,1
157488,2
157489,2
157490,2
157491,2
157492,2
157493,1
157494,1
157495,1
157496,2
157497,1
157498,1
157499,3
157500,2
157501,2
157502,4
157503,4
157504,2
157505,4
157506,3
157507,4
157508,4
157509,3
157510,2
157511,2
157512,2
157513,2
157514,2
157515,3
157516,3
157517,3
157518,3
157519,3
157520,2
157521,2
157522,2
157523,3
157524,3
157525,3
157526,3
157527,1
157528,2
157529,2
157530,1
157531,1
157532,0
157533,2
157534,2
157535,2
157536,1
157537,0
157538,1
157539,1
157540,0
157541,4
157542,4
157543,2
157544,1
157545,2
157546,2
157547,1
157548,1
157549,1
157550,2
157551,2
157552,2
157553,2
157554,2
157555,2
157556,0
157557,0
157558,1
157559,2
157560,0
157561,2
157562,1
157563,1
157564,3
157565,4
157566,2
157567,2
157568,0
157569,1
157570,1
157571,0
157572,2
157573,1
157574,2
157575,3
157576,3
157577,3
157578,4
157579,2
157580,2
157581,2
157582,2
157583,2
157584,2
157585,2
157586,1
157587,1
157588,1
157589,2
157590,2
157591,1
157592,1
157593,1
157594,1
157595,1
157596,2
157597,2
157598,2
157599,2
157600,2
157601,2
157602,1
157603,1
157604,2
157605,2
157606,2
157607,2
157608,2
157609,2
157610,2
157611,2
157612,3
157613,2
157614,0
157615,0
157616,0
157617,1
157618,1
157619,0
157620,3
157621,3
157622,2
157623,0
157624,0
157625,2
157626,2
157627,2
157628,2
157629,2
157630,2
157631,0
157632,2
157633,2
157634,0
157635,0
157636,0
157637,1
157638,0
157639,0
157640,0
157641,0
157642,0
157643,2
157644,0
157645,0
157646,0
157647,0
157648,0
157649,0
157650,0
157651,0
157652,0
157653,1
157654,0
157655,1
157656,0
157657,2
157658,3
157659,2
157660,2
157661,2
157662,2
157663,4
157664,4
157665,4
157666,4
157667,2
157668,2
157669,2
157670,2
157671,4
157672,2
157673,2
157674,2
157675,4
157676,4
157677,4
157678,2
157679,2
157680,2
157681,3
157682,3
157683,4
157684,4
157685,4
157686,4
157687,4
157688,4
157689,0
157690,2
157691,2
157692,2
157693,2
157694,2
157695,1
157696,2
157697,2
157698,0
157699,0
157700,0
157701,0
157702,0
157703,2
157704,2
157705,2
157706,2
157707,2
157708,2
157709,1
157710,2
157711,2
157712,2
157713,2
157714,2
157715,2
157716,3
157717,2
157718,3
157719,2
157720,3
157721,3
157722,2
157723,2
157724,2
157725,2
157726,2
157727,3
157728,3
157729,2
157730,1
157731,1
157732,1
157733,1
157734,2
157735,2
157736,2
157737,2
157738,1
157739,2
157740,2
157741,2
157742,4
157743,4
157744,4
157745,2
157746,4
157747,4
157748,4
157749,4
157750,4
157751,4
157752,4
157753,4
157754,2
157755,4
157756,2
157757,2
157758,2
157759,2
157760,4
157761,2
157762,2
157763,1
157764,1
157765,4
157766,4
157767,3
157768,3
157769,3
157770,2
157771,3
157772,3
157773,2
157774,2
157775,2
157776,2
157777,2
157778,4
157779,2
157780,4
157781,4
157782,4
157783,4
157784,4
157785,4
157786,2
157787,4
157788,2
157789,2
157790,2
157791,2
157792,3
157793,4
157794,2
157795,3
157796,3
157797,3
157798,2
157799,2
157800,3
157801,2
157802,2
157803,2
157804,2
157805,2
157806,4
157807,3
157808,2
157809,2
157810,4
157811,2
157812,3
157813,3
157814,4
157815,4
157816,4
157817,2
157818,3
157819,3
157820,3
157821,2
157822,2
157823,2
157824,2
157825,2
157826,2
157827,4
157828,4
157829,4
157830,4
157831,4
157832,4
157833,4
157834,2
157835,2
157836,2
157837,2
157838,2
157839,2
157840,2
157841,3
157842,1
157843,2
157844,1
157845,2
157846,2
157847,1
157848,1
157849,4
157850,4
157851,4
157852,4
157853,4
157854,2
157855,4
157856,4
157857,4
157858,2
157859,4
157860,3
157861,2
157862,2
157863,2
157864,2
157865,2
157866,3
157867,3
157868,3
157869,3
157870,3
157871,2
157872,2
157873,3
157874,2
157875,3
157876,2
157877,2
157878,2
157879,3
157880,1
157881,1
157882,0
157883,2
157884,1
157885,1
157886,0
157887,0
157888,2
157889,1
157890,2
157891,2
157892,2
157893,4
157894,4
157895,4
157896,3
157897,3
157898,4
157899,3
157900,3
157901,4
157902,3
157903,4
157904,3
157905,2
157906,3
157907,3
157908,3
157909,3
157910,3
157911,3
157912,3
157913,3
157914,4
157915,2
157916,2
157917,4
157918,4
157919,4
157920,4
157921,3
157922,2
157923,2
157924,2
157925,2
157926,2
157927,3
157928,3
157929,3
157930,2
157931,3
157932,3
157933,3
157934,2
157935,0
157936,0
157937,0
157938,1
157939,2
157940,2
157941,0
157942,1
157943,1
157944,1
157945,1
157946,2
157947,2
157948,2
157949,2
157950,1
157951,2
157952,2
157953,2
157954,1
157955,1
157956,2
157957,2
157958,3
157959,2
157960,0
157961,2
157962,3
157963,3
157964,2
157965,2
157966,1
157967,2
157968,2
157969,2
157970,3
157971,2
157972,2
157973,1
157974,1
157975,1
157976,2
157977,1
157978,1
157979,2
157980,1
157981,1
157982,2
157983,2
157984,2
157985,2
157986,2
157987,2
157988,2
157989,2
157990,2
157991,2
157992,2
157993,1
157994,1
157995,2
157996,2
157997,2
157998,2
157999,2
158000,1
158001,1
158002,2
158003,2
158004,2
158005,1
158006,2
158007,2
158008,2
158009,2
158010,2
158011,2
158012,1
158013,2
158014,1
158015,1
158016,1
158017,0
158018,1
158019,1
158020,1
158021,1
158022,2
158023,1
158024,0
158025,1
158026,1
158027,1
158028,2
158029,2
158030,2
158031,0
158032,2
158033,2
158034,2
158035,2
158036,2
158037,2
158038,1
158039,1
158040,2
158041,2
158042,2
158043,0
158044,1
158045,2
158046,1
158047,1
158048,0
158049,1
158050,1
158051,2
158052,1
158053,1
158054,3
158055,3
158056,3
158057,4
158058,2
158059,2
158060,3
158061,2
158062,3
158063,3
158064,3
158065,3
158066,2
158067,2
158068,2
158069,0
158070,0
158071,0
158072,0
158073,0
158074,2
158075,2
158076,1
158077,1
158078,1
158079,2
158080,1
158081,2
158082,1
158083,2
158084,2
158085,2
158086,1
158087,1
158088,3
158089,3
158090,4
158091,2
158092,2
158093,2
158094,3
158095,3
158096,1
158097,1
158098,1
158099,4
158100,2
158101,4
158102,4
158103,4
158104,4
158105,2
158106,4
158107,2
158108,3
158109,2
158110,2
158111,2
158112,3
158113,3
158114,3
158115,2
158116,2
158117,2
158118,2
158119,2
158120,3
158121,3
158122,3
158123,2
158124,2
158125,2
158126,2
158127,2
158128,2
158129,4
158130,4
158131,4
158132,4
158133,4
158134,4
158135,4
158136,4
158137,4
158138,2
158139,2
158140,2
158141,2
158142,4
158143,2
158144,2
158145,4
158146,2
158147,2
158148,2
158149,2
158150,2
158151,2
158152,4
158153,3
158154,2
158155,2
158156,2
158157,2
158158,2
158159,2
158160,4
158161,2
158162,4
158163,4
158164,2
158165,4
158166,4
158167,4
158168,4
158169,4
158170,4
158171,2
158172,4
158173,2
158174,4
158175,4
158176,2
158177,2
158178,2
158179,2
158180,2
158181,2
158182,2
158183,2
158184,2
158185,2
158186,3
158187,3
158188,3
158189,2
158190,0
158191,2
158192,2
158193,1
158194,1
158195,1
158196,1
158197,1
158198,1
158199,2
158200,1
158201,4
158202,4
158203,4
158204,2
158205,2
158206,0
158207,2
158208,3
158209,3
158210,1
158211,0
158212,0
158213,0
158214,1
158215,1
158216,2
158217,2
158218,2
158219,2
158220,2
158221,3
158222,0
158223,0
158224,2
158225,0
158226,3
158227,2
158228,2
158229,2
158230,1
158231,0
158232,2
158233,2
158234,0
158235,2
158236,0
158237,0
158238,2
158239,0
158240,0
158241,2
158242,0
158243,0
158244,2
158245,0
158246,0
158247,0
158248,2
158249,0
158250,1
158251,1
158252,1
158253,1
158254,2
158255,1
158256,1
158257,2
158258,2
158259,2
158260,2
158261,0
158262,0
158263,3
158264,3
158265,3
158266,2
158267,2
158268,3
158269,0
158270,4
158271,4
158272,2
158273,0
158274,0
158275,0
158276,0
158277,1
158278,0
158279,2
158280,0
158281,0
158282,0
158283,1
158284,0
158285,0
158286,2
158287,2
158288,2
158289,2
158290,1
158291,0
158292,0
158293,0
158294,0
158295,0
158296,0
158297,0
158298,1
158299,0
158300,2
158301,0
158302,0
158303,1
158304,1
158305,0
158306,1
158307,0
158308,0
158309,0
158310,2
158311,0
158312,0
158313,0
158314,2
158315,2
158316,2
158317,2
158318,2
158319,0
158320,2
158321,2
158322,2
158323,0
158324,0
158325,2
158326,0
158327,0
158328,1
158329,2
158330,2
158331,1
158332,1
158333,1
158334,1
158335,2
158336,1
158337,2
158338,2
158339,1
158340,1
158341,1
158342,2
158343,2
158344,2
158345,2
158346,2
158347,1
158348,2
158349,2
158350,2
158351,2
158352,2
158353,2
158354,2
158355,2
158356,2
158357,2
158358,2
158359,0
158360,1
158361,1
158362,1
158363,1
158364,2
158365,1
158366,2
158367,2
158368,1
158369,1
158370,3
158371,0
158372,0
158373,0
158374,0
158375,3
158376,3
158377,2
158378,0
158379,0
158380,0
158381,1
158382,0
158383,0
158384,0
158385,0
158386,0
158387,4
158388,2
158389,2
158390,2
158391,2
158392,2
158393,2
158394,2
158395,2
158396,2
158397,2
158398,2
158399,2
158400,2
158401,2
158402,2
158403,1
158404,2
158405,2
158406,2
158407,2
158408,2
158409,4
158410,3
158411,2
158412,4
158413,4
158414,4
158415,4
158416,2
158417,4
158418,2
158419,3
158420,2
158421,3
158422,2
158423,2
158424,2
158425,2
158426,2
158427,1
158428,2
158429,2
158430,1
158431,1
158432,3
158433,2
158434,3
158435,3
158436,2
158437,2
158438,3
158439,2
158440,2
158441,2
158442,3
158443,1
158444,1
158445,1
158446,1
158447,2
158448,1
158449,0
158450,0
158451,2
158452,1
158453,1
158454,3
158455,0
158456,2
158457,0
158458,1
158459,0
158460,0
158461,0
158462,2
158463,2
158464,1
158465,2
158466,1
158467,3
158468,0
158469,0
158470,2
158471,3
158472,2
158473,2
158474,2
158475,2
158476,2
158477,2
158478,2
158479,1
158480,0
158481,2
158482,2
158483,2
158484,0
158485,0
158486,0
158487,0
158488,0
158489,2
158490,2
158491,2
158492,2
158493,2
158494,0
158495,0
158496,0
158497,2
158498,0
158499,3
158500,3
158501,3
158502,4
158503,2
158504,0
158505,0
158506,0
158507,0
158508,0
158509,1
158510,1
158511,1
158512,1
158513,1
158514,1
158515,0
158516,1
158517,2
158518,0
158519,0
158520,0
158521,0
158522,3
158523,2
158524,2
158525,0
158526,0
158527,1
158528,0
158529,0
158530,2
158531,2
158532,2
158533,2
158534,2
158535,1
158536,2
158537,2
158538,2
158539,2
158540,0
158541,2
158542,1
158543,2
158544,2
158545,2
158546,2
158547,2
158548,2
158549,2
158550,2
158551,2
158552,1
158553,2
158554,3
158555,2
158556,2
158557,2
158558,4
158559,2
158560,2
158561,2
158562,2
158563,3
158564,3
158565,4
158566,3
158567,2
158568,2
158569,1
158570,2
158571,2
158572,4
158573,3
158574,3
158575,3
158576,2
158577,4
158578,3
158579,3
158580,3
158581,2
158582,2
158583,3
158584,2
158585,2
158586,2
158587,1
158588,0
158589,4
158590,2
158591,3
158592,2
158593,4
158594,4
158595,2
158596,2
158597,4
158598,3
158599,4
158600,4
158601,4
158602,4
158603,4
158604,2
158605,3
158606,3
158607,2
158608,2
158609,2
158610,2
158611,2
158612,2
158613,2
158614,2
158615,2
158616,2
158617,2
158618,2
158619,2
158620,2
158621,2
158622,2
158623,2
158624,4
158625,2
158626,4
158627,2
158628,2
158629,4
158630,2
158631,2
158632,2
158633,4
158634,2
158635,4
158636,3
158637,0
158638,0
158639,4
158640,2
158641,2
158642,2
158643,3
158644,3
158645,2
158646,2
158647,2
158648,3
158649,4
158650,2
158651,2
158652,3
158653,2
158654,2
158655,2
158656,2
158657,2
158658,1
158659,2
158660,3
158661,0
158662,2
158663,2
158664,2
158665,2
158666,2
158667,2
158668,2
158669,2
158670,2
158671,1
158672,2
158673,1
158674,2
158675,2
158676,2
158677,1
158678,1
158679,2
158680,2
158681,2
158682,2
158683,2
158684,2
158685,1
158686,0
158687,2
158688,4
158689,4
158690,3
158691,3
158692,3
158693,3
158694,3
158695,4
158696,0
158697,2
158698,1
158699,1
158700,1
158701,2
158702,2
158703,2
158704,3
158705,2
158706,2
158707,4
158708,4
158709,4
158710,3
158711,4
158712,2
158713,2
158714,2
158715,2
158716,4
158717,4
158718,2
158719,4
158720,4
158721,2
158722,2
158723,2
158724,2
158725,2
158726,2
158727,2
158728,2
158729,2
158730,2
158731,2
158732,2
158733,2
158734,2
158735,2
158736,2
158737,2
158738,2
158739,2
158740,2
158741,2
158742,2
158743,2
158744,2
158745,2
158746,2
158747,2
158748,2
158749,2
158750,2
158751,2
158752,2
158753,3
158754,4
158755,4
158756,4
158757,4
158758,2
158759,2
158760,3
158761,4
158762,4
158763,4
158764,4
158765,2
158766,2
158767,2
158768,2
158769,2
158770,1
158771,1
158772,1
158773,1
158774,1
158775,1
158776,2
158777,1
158778,2
158779,1
158780,1
158781,2
158782,4
158783,4
158784,3
158785,4
158786,3
158787,2
158788,2
158789,3
158790,2
158791,2
158792,2
158793,1
158794,1
158795,1
158796,2
158797,1
158798,1
158799,1
158800,0
158801,1
158802,1
158803,2
158804,1
158805,2
158806,2
158807,2
158808,2
158809,2
158810,4
158811,4
158812,1
158813,0
158814,0
158815,0
158816,0
158817,0
158818,0
158819,2
158820,2
158821,4
158822,4
158823,4
158824,2
158825,4
158826,3
158827,3
158828,3
158829,3
158830,3
158831,3
158832,4
158833,4
158834,1
158835,3
158836,2
158837,0
158838,0
158839,4
158840,4
158841,4
158842,1
158843,4
158844,3
158845,2
158846,2
158847,2
158848,3
158849,2
158850,2
158851,2
158852,2
158853,3
158854,2
158855,2
