PhraseId,Label4,Label5,Label3,Sentiment
156154,4,4,4,4.0
156155,3,2,3,2.6666666666666665
156156,2,2,2,2.0
156157,3,2,3,2.6666666666666665
156158,2,2,2,2.0
156159,3,2,2,2.3333333333333335
156160,2,2,2,2.0
156161,2,2,2,2.0
156162,2,2,2,2.0
156163,2,2,2,2.0
156164,2,2,2,2.0
156165,2,2,2,2.0
156166,4,4,4,4.0
156167,2,2,1,1.6666666666666667
156168,4,4,4,4.0
156169,2,2,2,2.0
156170,2,2,2,2.0
156171,4,4,4,4.0
156172,4,4,4,4.0
156173,2,2,2,2.0
156174,4,4,4,4.0
156175,4,3,4,3.6666666666666665
156176,4,4,4,4.0
156177,3,2,2,2.3333333333333335
156178,1,0,0,0.3333333333333333
156179,2,2,1,1.6666666666666667
156180,0,0,0,0.0
156181,0,0,1,0.3333333333333333
156182,2,2,2,2.0
156183,0,0,0,0.0
156184,2,2,2,2.0
156185,3,1,0,1.3333333333333333
156186,2,2,2,2.0
156187,2,2,2,2.0
156188,3,2,2,2.3333333333333335
156189,2,2,2,2.0
156190,3,2,2,2.3333333333333335
156191,2,2,2,2.0
156192,2,2,2,2.0
156193,2,2,2,2.0
156194,2,2,2,2.0
156195,2,2,1,1.6666666666666667
156196,2,2,2,2.0
156197,2,2,2,2.0
156198,2,2,2,2.0
156199,2,2,1,1.6666666666666667
156200,2,2,3,2.3333333333333335
156201,1,1,3,1.6666666666666667
156202,2,2,1,1.6666666666666667
156203,1,3,3,2.3333333333333335
156204,2,2,2,2.0
156205,0,3,4,2.3333333333333335
156206,3,4,4,3.6666666666666665
156207,0,0,0,0.0
156208,2,2,2,2.0
156209,0,1,0,0.3333333333333333
156210,0,0,0,0.0
156211,0,1,0,0.3333333333333333
156212,2,2,2,2.0
156213,0,0,0,0.0
156214,2,2,2,2.0
156215,0,0,0,0.0
156216,1,1,1,1.0
156217,2,2,2,2.0
156218,1,2,1,1.3333333333333333
156219,4,4,4,4.0
156220,2,2,2,2.0
156221,4,3,4,3.6666666666666665
156222,3,3,4,3.3333333333333335
156223,1,1,2,1.3333333333333333
156224,2,2,2,2.0
156225,2,2,2,2.0
156226,2,2,2,2.0
156227,2,2,2,2.0
156228,2,2,2,2.0
156229,2,2,2,2.0
156230,2,2,2,2.0
156231,2,2,2,2.0
156232,2,2,2,2.0
156233,2,2,2,2.0
156234,2,2,2,2.0
156235,2,2,2,2.0
156236,4,4,4,4.0
156237,2,2,2,2.0
156238,4,4,4,4.0
156239,2,2,3,2.3333333333333335
156240,4,4,4,4.0
156241,2,2,2,2.0
156242,2,2,2,2.0
156243,4,4,4,4.0
156244,4,4,4,4.0
156245,4,3,4,3.6666666666666665
156246,3,4,4,3.6666666666666665
156247,2,2,2,2.0
156248,3,3,2,2.6666666666666665
156249,2,3,2,2.3333333333333335
156250,1,1,1,1.0
156251,1,1,1,1.0
156252,3,3,3,3.0
156253,3,3,3,3.0
156254,3,3,3,3.0
156255,3,3,3,3.0
156256,4,3,3,3.3333333333333335
156257,3,4,4,3.6666666666666665
156258,2,2,2,2.0
156259,3,4,3,3.3333333333333335
156260,2,2,2,2.0
156261,2,2,1,1.6666666666666667
156262,0,0,1,0.3333333333333333
156263,2,3,3,2.6666666666666665
156264,2,2,3,2.3333333333333335
156265,1,1,1,1.0
156266,2,3,3,2.6666666666666665
156267,2,4,2,2.6666666666666665
156268,2,2,2,2.0
156269,0,0,0,0.0
156270,0,1,1,0.6666666666666666
156271,1,2,2,1.6666666666666667
156272,4,4,4,4.0
156273,2,2,1,1.6666666666666667
156274,4,4,4,4.0
156275,4,4,4,4.0
156276,4,4,4,4.0
156277,4,4,4,4.0
156278,4,4,4,4.0
156279,4,3,4,3.6666666666666665
156280,4,4,4,4.0
156281,4,3,4,3.6666666666666665
156282,4,4,4,4.0
156283,3,3,4,3.3333333333333335
156284,2,2,2,2.0
156285,2,2,2,2.0
156286,3,3,4,3.3333333333333335
156287,3,4,4,3.6666666666666665
156288,3,4,4,3.6666666666666665
156289,4,4,4,4.0
156290,2,2,2,2.0
156291,2,2,2,2.0
156292,2,2,2,2.0
156293,2,2,2,2.0
156294,2,2,2,2.0
156295,2,2,2,2.0
156296,2,3,2,2.3333333333333335
156297,2,2,2,2.0
156298,2,2,1,1.6666666666666667
156299,2,2,1,1.6666666666666667
156300,2,2,1,1.6666666666666667
156301,2,2,1,1.6666666666666667
156302,2,2,2,2.0
156303,2,2,2,2.0
156304,1,2,1,1.3333333333333333
156305,2,2,1,1.6666666666666667
156306,2,2,1,1.6666666666666667
156307,1,2,1,1.3333333333333333
156308,2,2,2,2.0
156309,1,2,1,1.3333333333333333
156310,2,2,2,2.0
156311,1,2,1,1.3333333333333333
156312,2,2,2,2.0
156313,2,2,2,2.0
156314,1,1,0,0.6666666666666666
156315,2,2,1,1.6666666666666667
156316,1,1,0,0.6666666666666666
156317,1,1,1,1.0
156318,2,2,2,2.0
156319,1,1,0,0.6666666666666666
156320,0,2,1,1.0
156321,2,2,2,2.0
156322,2,2,2,2.0
156323,2,2,2,2.0
156324,4,4,4,4.0
156325,3,3,2,2.6666666666666665
156326,2,2,2,2.0
156327,2,2,1,1.6666666666666667
156328,3,3,3,3.0
156329,4,3,3,3.3333333333333335
156330,2,2,2,2.0
156331,2,2,2,2.0
156332,2,2,2,2.0
156333,4,3,3,3.3333333333333335
156334,3,3,3,3.0
156335,3,3,3,3.0
156336,3,3,2,2.6666666666666665
156337,4,3,3,3.3333333333333335
156338,4,4,4,4.0
156339,3,4,4,3.6666666666666665
156340,3,4,3,3.3333333333333335
156341,2,1,1,1.3333333333333333
156342,1,1,1,1.0
156343,1,1,1,1.0
156344,2,1,1,1.3333333333333333
156345,2,2,2,2.0
156346,3,3,3,3.0
156347,3,3,2,2.6666666666666665
156348,3,4,4,3.6666666666666665
156349,2,1,2,1.6666666666666667
156350,2,2,2,2.0
156351,2,1,1,1.3333333333333333
156352,2,0,0,0.6666666666666666
156353,1,0,1,0.6666666666666666
156354,0,0,1,0.3333333333333333
156355,2,2,2,2.0
156356,4,3,3,3.3333333333333335
156357,4,3,3,3.3333333333333335
156358,3,3,2,2.6666666666666665
156359,2,2,2,2.0
156360,3,3,2,2.6666666666666665
156361,2,2,2,2.0
156362,0,0,0,0.0
156363,2,2,2,2.0
156364,0,0,0,0.0
156365,0,0,0,0.0
156366,2,2,2,2.0
156367,0,0,0,0.0
156368,0,0,0,0.0
156369,0,0,0,0.0
156370,0,0,0,0.0
156371,0,0,0,0.0
156372,0,0,0,0.0
156373,0,2,0,0.6666666666666666
156374,3,4,3,3.3333333333333335
156375,4,4,3,3.6666666666666665
156376,2,2,2,2.0
156377,0,0,0,0.0
156378,3,4,3,3.3333333333333335
156379,2,2,2,2.0
156380,1,1,1,1.0
156381,1,2,1,1.3333333333333333
156382,2,2,2,2.0
156383,2,2,2,2.0
156384,3,3,1,2.3333333333333335
156385,3,3,3,3.0
156386,2,2,2,2.0
156387,2,2,2,2.0
156388,2,2,2,2.0
156389,2,2,2,2.0
156390,2,2,2,2.0
156391,2,2,3,2.3333333333333335
156392,2,2,2,2.0
156393,2,3,3,2.6666666666666665
156394,2,2,4,2.6666666666666665
156395,2,2,2,2.0
156396,3,3,3,3.0
156397,2,3,3,2.6666666666666665
156398,2,2,3,2.3333333333333335
156399,2,2,2,2.0
156400,0,0,0,0.0
156401,2,2,2,2.0
156402,2,2,2,2.0
156403,0,0,0,0.0
156404,0,0,0,0.0
156405,3,3,3,3.0
156406,3,3,3,3.0
156407,3,3,3,3.0
156408,3,1,3,2.3333333333333335
156409,2,2,2,2.0
156410,2,3,3,2.6666666666666665
156411,3,3,2,2.6666666666666665
156412,2,2,3,2.3333333333333335
156413,1,1,1,1.0
156414,0,1,1,0.6666666666666666
156415,2,2,2,2.0
156416,0,0,0,0.0
156417,4,3,3,3.3333333333333335
156418,2,2,2,2.0
156419,4,4,4,4.0
156420,2,2,2,2.0
156421,2,2,3,2.3333333333333335
156422,2,2,2,2.0
156423,3,4,2,3.0
156424,2,2,2,2.0
156425,3,3,2,2.6666666666666665
156426,2,2,2,2.0
156427,2,2,1,1.6666666666666667
156428,2,2,2,2.0
156429,2,2,2,2.0
156430,2,4,2,2.6666666666666665
156431,1,0,2,1.0
156432,1,1,2,1.3333333333333333
156433,2,0,1,1.0
156434,2,2,2,2.0
156435,2,1,2,1.6666666666666667
156436,2,2,2,2.0
156437,2,2,2,2.0
156438,2,2,2,2.0
156439,2,2,2,2.0
156440,2,2,2,2.0
156441,2,2,2,2.0
156442,0,2,0,0.6666666666666666
156443,0,2,0,0.6666666666666666
156444,2,2,1,1.6666666666666667
156445,0,0,0,0.0
156446,1,1,0,0.6666666666666666
156447,2,2,1,1.6666666666666667
156448,1,0,0,0.3333333333333333
156449,2,2,2,2.0
156450,2,2,4,2.6666666666666665
156451,1,1,0,0.6666666666666666
156452,1,0,0,0.3333333333333333
156453,2,2,1,1.6666666666666667
156454,0,0,0,0.0
156455,1,1,0,0.6666666666666666
156456,1,0,0,0.3333333333333333
156457,2,2,1,1.6666666666666667
156458,2,1,2,1.6666666666666667
156459,2,2,1,1.6666666666666667
156460,2,1,2,1.6666666666666667
156461,2,1,1,1.3333333333333333
156462,2,1,1,1.3333333333333333
156463,2,1,1,1.3333333333333333
156464,2,1,2,1.6666666666666667
156465,2,2,2,2.0
156466,0,0,0,0.0
156467,0,0,0,0.0
156468,0,0,2,0.6666666666666666
156469,0,0,0,0.0
156470,0,0,1,0.3333333333333333
156471,2,2,3,2.3333333333333335
156472,2,3,3,2.6666666666666665
156473,0,0,0,0.0
156474,2,2,2,2.0
156475,0,0,0,0.0
156476,0,0,0,0.0
156477,2,2,3,2.3333333333333335
156478,2,2,3,2.3333333333333335
156479,2,2,2,2.0
156480,2,2,3,2.3333333333333335
156481,2,2,2,2.0
156482,2,2,2,2.0
156483,2,2,2,2.0
156484,2,2,2,2.0
156485,2,2,1,1.6666666666666667
156486,2,2,2,2.0
156487,1,1,1,1.0
156488,2,2,2,2.0
156489,2,2,2,2.0
156490,2,2,1,1.6666666666666667
156491,2,2,2,2.0
156492,2,2,2,2.0
156493,2,2,2,2.0
156494,2,2,2,2.0
156495,2,1,2,1.6666666666666667
156496,0,1,2,1.0
156497,1,2,1,1.3333333333333333
156498,2,2,2,2.0
156499,2,2,2,2.0
156500,2,2,2,2.0
156501,2,2,2,2.0
156502,2,2,2,2.0
156503,2,2,2,2.0
156504,2,2,2,2.0
156505,1,3,1,1.6666666666666667
156506,1,3,1,1.6666666666666667
156507,1,3,1,1.6666666666666667
156508,4,3,1,2.6666666666666665
156509,0,2,4,2.0
156510,2,3,1,2.0
156511,3,3,3,3.0
156512,2,2,2,2.0
156513,2,2,2,2.0
156514,2,2,2,2.0
156515,2,2,1,1.6666666666666667
156516,2,2,2,2.0
156517,2,2,2,2.0
156518,2,2,2,2.0
156519,2,2,1,1.6666666666666667
156520,2,2,2,2.0
156521,2,2,1,1.6666666666666667
156522,3,3,0,2.0
156523,2,2,2,2.0
156524,2,2,2,2.0
156525,2,2,2,2.0
156526,3,1,1,1.6666666666666667
156527,2,2,1,1.6666666666666667
156528,3,3,3,3.0
156529,4,2,3,3.0
156530,2,2,2,2.0
156531,4,3,3,3.3333333333333335
156532,3,3,3,3.0
156533,3,3,3,3.0
156534,4,4,3,3.6666666666666665
156535,2,2,2,2.0
156536,2,2,3,2.3333333333333335
156537,3,3,3,3.0
156538,0,0,0,0.0
156539,0,0,0,0.0
156540,0,0,0,0.0
156541,0,0,0,0.0
156542,0,0,0,0.0
156543,2,2,2,2.0
156544,3,3,3,3.0
156545,3,3,3,3.0
156546,2,2,2,2.0
156547,2,3,2,2.3333333333333335
156548,2,3,4,3.0
156549,2,2,2,2.0
156550,2,2,2,2.0
156551,2,2,2,2.0
156552,2,2,2,2.0
156553,2,2,2,2.0
156554,2,2,2,2.0
156555,3,3,1,2.3333333333333335
156556,3,3,2,2.6666666666666665
156557,3,4,3,3.3333333333333335
156558,3,4,4,3.6666666666666665
156559,4,4,4,4.0
156560,2,1,1,1.3333333333333333
156561,2,1,1,1.3333333333333333
156562,2,2,2,2.0
156563,2,2,2,2.0
156564,2,2,2,2.0
156565,1,1,1,1.0
156566,1,1,1,1.0
156567,0,0,0,0.0
156568,0,0,0,0.0
156569,0,0,0,0.0
156570,2,2,2,2.0
156571,1,0,0,0.3333333333333333
156572,2,2,2,2.0
156573,0,1,1,0.6666666666666666
156574,2,2,1,1.6666666666666667
156575,0,1,1,0.6666666666666666
156576,0,1,1,0.6666666666666666
156577,2,2,1,1.6666666666666667
156578,1,1,0,0.6666666666666666
156579,0,0,1,0.3333333333333333
156580,2,2,2,2.0
156581,2,2,2,2.0
156582,2,2,2,2.0
156583,1,0,0,0.3333333333333333
156584,0,0,0,0.0
156585,2,2,2,2.0
156586,0,1,1,0.6666666666666666
156587,2,2,2,2.0
156588,0,0,1,0.3333333333333333
156589,0,1,0,0.3333333333333333
156590,1,1,1,1.0
156591,0,1,3,1.3333333333333333
156592,2,2,4,2.6666666666666665
156593,1,3,3,2.3333333333333335
156594,0,3,1,1.3333333333333333
156595,0,2,2,1.3333333333333333
156596,3,4,4,3.6666666666666665
156597,4,3,4,3.6666666666666665
156598,2,2,1,1.6666666666666667
156599,2,2,2,2.0
156600,2,2,2,2.0
156601,2,2,2,2.0
156602,2,2,2,2.0
156603,4,4,3,3.6666666666666665
156604,4,4,4,4.0
156605,2,2,2,2.0
156606,4,4,4,4.0
156607,1,1,0,0.6666666666666666
156608,0,0,1,0.3333333333333333
156609,1,0,3,1.3333333333333333
156610,1,0,0,0.3333333333333333
156611,1,1,2,1.3333333333333333
156612,2,1,2,1.6666666666666667
156613,0,2,2,1.3333333333333333
156614,2,2,2,2.0
156615,0,2,2,1.3333333333333333
156616,0,2,2,1.3333333333333333
156617,2,2,2,2.0
156618,2,2,2,2.0
156619,2,2,2,2.0
156620,2,1,2,1.6666666666666667
156621,2,2,2,2.0
156622,2,2,2,2.0
156623,2,2,1,1.6666666666666667
156624,2,2,2,2.0
156625,0,0,0,0.0
156626,2,2,2,2.0
156627,0,0,4,1.3333333333333333
156628,2,0,1,1.0
156629,1,0,1,0.6666666666666666
156630,2,1,1,1.3333333333333333
156631,1,0,0,0.3333333333333333
156632,2,2,2,2.0
156633,2,2,2,2.0
156634,2,0,1,1.0
156635,0,1,1,0.6666666666666666
156636,2,2,1,1.6666666666666667
156637,0,2,1,1.0
156638,2,2,2,2.0
156639,2,0,2,1.3333333333333333
156640,0,0,0,0.0
156641,2,2,2,2.0
156642,2,2,2,2.0
156643,2,2,2,2.0
156644,2,2,2,2.0
156645,2,2,2,2.0
156646,2,2,2,2.0
156647,2,1,3,2.0
156648,2,2,2,2.0
156649,2,2,2,2.0
156650,0,1,0,0.3333333333333333
156651,0,1,0,0.3333333333333333
156652,1,1,0,0.6666666666666666
156653,2,2,2,2.0
156654,0,1,0,0.3333333333333333
156655,1,1,0,0.6666666666666666
156656,0,1,0,0.3333333333333333
156657,2,2,2,2.0
156658,2,2,2,2.0
156659,2,2,2,2.0
156660,2,2,2,2.0
156661,2,2,2,2.0
156662,2,2,2,2.0
156663,2,2,2,2.0
156664,2,2,2,2.0
156665,2,2,1,1.6666666666666667
156666,0,1,0,0.3333333333333333
156667,0,0,1,0.3333333333333333
156668,1,1,0,0.6666666666666666
156669,2,2,2,2.0
156670,2,2,2,2.0
156671,2,2,2,2.0
156672,2,2,1,1.6666666666666667
156673,1,1,0,0.6666666666666666
156674,1,1,0,0.6666666666666666
156675,0,1,0,0.3333333333333333
156676,0,0,0,0.0
156677,2,3,2,2.3333333333333335
156678,0,2,1,1.0
156679,2,3,2,2.3333333333333335
156680,2,2,2,2.0
156681,2,2,2,2.0
156682,4,4,4,4.0
156683,2,2,1,1.6666666666666667
156684,0,0,0,0.0
156685,0,0,0,0.0
156686,0,0,0,0.0
156687,0,0,0,0.0
156688,0,0,0,0.0
156689,0,0,0,0.0
156690,0,0,0,0.0
156691,0,0,0,0.0
156692,2,2,2,2.0
156693,2,2,2,2.0
156694,2,2,2,2.0
156695,2,2,2,2.0
156696,2,2,2,2.0
156697,2,2,2,2.0
156698,2,2,2,2.0
156699,2,2,2,2.0
156700,2,2,3,2.3333333333333335
156701,2,2,2,2.0
156702,2,2,2,2.0
156703,2,2,2,2.0
156704,2,2,2,2.0
156705,2,2,1,1.6666666666666667
156706,2,1,0,1.0
156707,2,2,2,2.0
156708,2,2,2,2.0
156709,2,2,2,2.0
156710,2,2,2,2.0
156711,2,2,1,1.6666666666666667
156712,2,2,2,2.0
156713,2,2,1,1.6666666666666667
156714,2,2,2,2.0
156715,2,2,2,2.0
156716,2,2,3,2.3333333333333335
156717,2,2,2,2.0
156718,2,2,2,2.0
156719,2,2,2,2.0
156720,2,2,2,2.0
156721,2,2,2,2.0
156722,2,2,2,2.0
156723,0,0,0,0.0
156724,2,2,2,2.0
156725,2,2,2,2.0
156726,2,2,2,2.0
156727,2,2,1,1.6666666666666667
156728,2,2,2,2.0
156729,0,0,0,0.0
156730,0,0,0,0.0
156731,0,0,0,0.0
156732,0,0,0,0.0
156733,0,0,1,0.3333333333333333
156734,0,0,0,0.0
156735,0,0,0,0.0
156736,0,0,1,0.3333333333333333
156737,0,1,0,0.3333333333333333
156738,0,1,1,0.6666666666666666
156739,2,2,1,1.6666666666666667
156740,2,2,2,2.0
156741,2,2,2,2.0
156742,2,2,2,2.0
156743,0,0,0,0.0
156744,2,2,1,1.6666666666666667
156745,0,0,0,0.0
156746,0,0,0,0.0
156747,0,0,1,0.3333333333333333
156748,0,0,0,0.0
156749,0,0,0,0.0
156750,2,2,2,2.0
156751,2,2,2,2.0
156752,2,2,2,2.0
156753,2,2,2,2.0
156754,4,4,3,3.6666666666666665
156755,4,4,3,3.6666666666666665
156756,4,3,3,3.3333333333333335
156757,4,2,2,2.6666666666666665
156758,2,2,2,2.0
156759,2,2,2,2.0
156760,2,2,2,2.0
156761,2,2,1,1.6666666666666667
156762,2,2,2,2.0
156763,2,2,2,2.0
156764,4,3,3,3.3333333333333335
156765,4,3,3,3.3333333333333335
156766,4,3,4,3.6666666666666665
156767,4,4,3,3.6666666666666665
156768,3,3,3,3.0
156769,2,2,2,2.0
156770,3,3,3,3.0
156771,4,3,3,3.3333333333333335
156772,2,2,2,2.0
156773,2,4,2,2.6666666666666665
156774,3,4,2,3.0
156775,2,2,2,2.0
156776,3,4,2,3.0
156777,3,4,2,3.0
156778,0,1,1,0.6666666666666666
156779,2,2,2,2.0
156780,0,1,0,0.3333333333333333
156781,0,0,1,0.3333333333333333
156782,0,0,1,0.3333333333333333
156783,0,1,1,0.6666666666666666
156784,1,1,1,1.0
156785,1,3,4,2.6666666666666665
156786,2,3,4,3.0
156787,4,4,4,4.0
156788,3,3,4,3.3333333333333335
156789,3,4,4,3.6666666666666665
156790,4,3,4,3.6666666666666665
156791,3,4,4,3.6666666666666665
156792,2,2,2,2.0
156793,2,2,2,2.0
156794,2,2,1,1.6666666666666667
156795,2,2,2,2.0
156796,2,2,2,2.0
156797,2,2,2,2.0
156798,2,2,2,2.0
156799,2,2,2,2.0
156800,2,2,2,2.0
156801,2,2,2,2.0
156802,2,2,2,2.0
156803,2,2,2,2.0
156804,2,2,2,2.0
156805,2,2,2,2.0
156806,2,2,2,2.0
156807,2,2,2,2.0
156808,2,2,2,2.0
156809,2,2,2,2.0
156810,2,2,2,2.0
156811,2,2,2,2.0
156812,3,3,3,3.0
156813,1,1,1,1.0
156814,2,2,2,2.0
156815,1,1,1,1.0
156816,2,2,2,2.0
156817,1,0,0,0.3333333333333333
156818,1,1,1,1.0
156819,1,2,1,1.3333333333333333
156820,2,2,2,2.0
156821,2,2,2,2.0
156822,2,2,2,2.0
156823,2,2,2,2.0
156824,2,2,2,2.0
156825,2,2,2,2.0
156826,2,2,2,2.0
156827,2,2,2,2.0
156828,2,2,2,2.0
156829,2,2,2,2.0
156830,4,4,3,3.6666666666666665
156831,4,4,3,3.6666666666666665
156832,4,4,3,3.6666666666666665
156833,4,4,3,3.6666666666666665
156834,4,3,3,3.3333333333333335
156835,4,3,4,3.6666666666666665
156836,4,4,3,3.6666666666666665
156837,3,3,3,3.0
156838,2,3,3,2.6666666666666665
156839,3,3,3,3.0
156840,2,2,2,2.0
156841,3,3,4,3.3333333333333335
156842,3,3,4,3.3333333333333335
156843,3,4,3,3.3333333333333335
156844,1,1,1,1.0
156845,1,1,1,1.0
156846,1,1,1,1.0
156847,1,1,1,1.0
156848,3,3,3,3.0
156849,3,4,4,3.6666666666666665
156850,1,1,1,1.0
156851,0,0,1,0.3333333333333333
156852,0,0,1,0.3333333333333333
156853,2,2,2,2.0
156854,0,0,0,0.0
156855,0,0,0,0.0
156856,2,2,2,2.0
156857,2,2,2,2.0
156858,0,0,0,0.0
156859,0,0,0,0.0
156860,0,0,0,0.0
156861,0,0,0,0.0
156862,0,0,0,0.0
156863,2,2,2,2.0
156864,1,1,1,1.0
156865,1,1,1,1.0
156866,1,1,1,1.0
156867,1,1,1,1.0
156868,2,3,3,2.6666666666666665
156869,0,0,0,0.0
156870,0,0,0,0.0
156871,0,0,0,0.0
156872,0,0,0,0.0
156873,0,0,0,0.0
156874,0,0,0,0.0
156875,0,0,0,0.0
156876,0,0,1,0.3333333333333333
156877,0,0,0,0.0
156878,0,2,1,1.0
156879,2,1,0,1.0
156880,0,1,2,1.0
156881,0,1,1,0.6666666666666666
156882,2,2,2,2.0
156883,2,2,2,2.0
156884,2,2,2,2.0
156885,2,2,2,2.0
156886,0,1,0,0.3333333333333333
156887,0,0,0,0.0
156888,2,2,2,2.0
156889,2,1,1,1.3333333333333333
156890,1,1,1,1.0
156891,1,1,1,1.0
156892,2,2,2,2.0
156893,1,1,1,1.0
156894,2,2,2,2.0
156895,1,2,1,1.3333333333333333
156896,2,2,2,2.0
156897,1,2,1,1.3333333333333333
156898,2,2,2,2.0
156899,0,2,1,1.0
156900,3,3,3,3.0
156901,3,3,3,3.0
156902,3,3,3,3.0
156903,1,2,1,1.3333333333333333
156904,3,3,3,3.0
156905,3,3,3,3.0
156906,3,3,3,3.0
156907,3,3,3,3.0
156908,3,3,3,3.0
156909,3,3,3,3.0
156910,3,3,3,3.0
156911,2,2,2,2.0
156912,2,2,2,2.0
156913,2,2,2,2.0
156914,2,2,2,2.0
156915,3,3,3,3.0
156916,3,3,3,3.0
156917,2,2,1,1.6666666666666667
156918,3,3,2,2.6666666666666665
156919,3,3,2,2.6666666666666665
156920,3,2,2,2.3333333333333335
156921,3,3,2,2.6666666666666665
156922,2,3,2,2.3333333333333335
156923,2,2,2,2.0
156924,2,2,2,2.0
156925,2,2,2,2.0
156926,2,2,2,2.0
156927,2,2,2,2.0
156928,2,2,2,2.0
156929,2,2,2,2.0
156930,2,2,2,2.0
156931,2,2,2,2.0
156932,2,2,2,2.0
156933,2,2,2,2.0
156934,2,2,2,2.0
156935,2,2,1,1.6666666666666667
156936,2,2,2,2.0
156937,2,2,1,1.6666666666666667
156938,2,2,1,1.6666666666666667
156939,2,2,2,2.0
156940,1,1,0,0.6666666666666666
156941,2,1,1,1.3333333333333333
156942,2,3,1,2.0
156943,3,3,3,3.0
156944,2,2,2,2.0
156945,2,2,1,1.6666666666666667
156946,3,3,2,2.6666666666666665
156947,2,2,2,2.0
156948,2,3,3,2.6666666666666665
156949,2,3,3,2.6666666666666665
156950,2,3,3,2.6666666666666665
156951,2,2,2,2.0
156952,2,2,2,2.0
156953,3,3,3,3.0
156954,4,4,4,4.0
156955,3,2,1,2.0
156956,2,2,2,2.0
156957,3,3,3,3.0
156958,1,3,3,2.3333333333333335
156959,2,3,3,2.6666666666666665
156960,2,3,2,2.3333333333333335
156961,2,2,2,2.0
156962,3,3,1,2.3333333333333335
156963,2,2,2,2.0
156964,0,1,0,0.3333333333333333
156965,1,1,0,0.6666666666666666
156966,3,4,2,3.0
156967,0,0,0,0.0
156968,0,0,0,0.0
156969,0,2,2,1.3333333333333333
156970,0,0,0,0.0
156971,0,1,1,0.6666666666666666
156972,0,1,2,1.0
156973,0,1,2,1.0
156974,0,2,2,1.3333333333333333
156975,2,2,1,1.6666666666666667
156976,2,2,2,2.0
156977,1,2,2,1.6666666666666667
156978,2,2,1,1.6666666666666667
156979,2,2,2,2.0
156980,2,2,2,2.0
156981,2,2,2,2.0
156982,2,2,2,2.0
156983,2,2,2,2.0
156984,2,1,1,1.3333333333333333
156985,2,0,1,1.0
156986,2,2,2,2.0
156987,2,1,1,1.3333333333333333
156988,2,1,1,1.3333333333333333
156989,2,2,2,2.0
156990,2,2,2,2.0
156991,2,2,2,2.0
156992,2,2,2,2.0
156993,2,2,2,2.0
156994,2,2,2,2.0
156995,2,2,2,2.0
156996,2,2,2,2.0
156997,2,2,2,2.0
156998,2,2,2,2.0
156999,2,2,1,1.6666666666666667
157000,2,2,1,1.6666666666666667
157001,2,2,2,2.0
157002,2,2,2,2.0
157003,2,2,1,1.6666666666666667
157004,2,1,1,1.3333333333333333
157005,2,2,2,2.0
157006,2,2,1,1.6666666666666667
